estado,jogada
112212010120100021020001201000200000000000,5
112212010120100021020001201000220000000000,3
112212010120101021020001201000220000000000,0
112212010120101021020201201000220000000000,0
112212010120101021020201201010220000000000,0
112212010120101021020201201010220000020000,2
112212010121101021020201201010220000020000,4
112212012121101021020201201010220000020000,1
112212112121101021020201201010220000020000,6
112212112121101221020201201010220000020000,1
112212112121111221020201201010220000020000,6
112212112121111221022201201010220000020000,6
112212112121111221022201201010220001020000,0
112212112121111221022201201010220001022000,3
112212112121111221022201201010220101022000,5
112212112121111221022201201010220101022020,5
112212112121111221022201201110220101022020,6
112212112121111221022201201110220121022020,6
112212112121111221022201201110220121022021,6
112212112121111221022221201110220121022021,1
112212112121111221022221201111220121022021,1
000100000000000000000000000000000000000000,3
000120000000000000000000000000000000000000,4
100120000000000000000000000000000000000000,0
120120000000000000000000000000000000000000,1
120120000010000000000000000000000000000000,3
120120002010000000000000000000000000000000,1
120120002010000100000000000000000000000000,1
120120002012000100000000000000000000000000,4
120120002012000101000000000000000000000000,3
120120002012000101000000200000000000000000,3
120120002012000101100000200000000000000000,4
120120002012000101100000220000000000000000,4
120120002012000101100000220000001000000000,4
120120002012000101100000220000001000000200,4
120120002012000101100000220000011000000200,3
122120002012000101100000220000011000000200,2
122120012012000101100000220000011000000200,0
122120012012002101100000220000011000000200,0
122120012012002101100100220000011000000200,0
122120012212002101100100220000011000000200,2
122120012212002111100100220000011000000200,2
010000000000000000000000000000000000000000,1
010020000000000000000000000000000000000000,4
010020000001000000000000000000000000000000,4
010220000001000000000000000000000000000000,3
010221000001000000000000000000000000000000,5
010221000021000000000000000000000000000000,3
010221000021000001000000000000000000000000,3
010221000021000001200000000000000000000000,4
010221000021000001200000100000000000000000,3
010221000021000001200000120000000000000000,4
010221000021000001200000120000010000000000,3
010221000021000001200000120000010000002000,3
010221000021100001200000120000010000002000,5
010221000021100001200000120000012000002000,4
010221000021100001200000120000012000002100,4
012221000021100001200000120000012000002100,2
012221000121100001200000120000012000002100,2
012221002121100001200000120000012000002100,1
012221002121100011200000120000012000002100,2
012221002121100011200002120000012000002100,2
012221002121100111200002120000012000002100,1
212221002121100111200002120000012000002100,0
212221102121100111200002120000012000002100,6
212221102121100111200002120000212000002100,2
212221102121100111200012120000212000002100,1
212221102121100111200012120002212000002100,1
212221102121100111200012120002212000102100,1
212221102121120111200012120002212000102100,6
212221102121120111201012120002212000102100,6
212221102121120111201012120202212000102100,6
212221102121120111201012120202212000112100,2
212221122121120111201012120202212000112100,0
212221122121121111201012120202212000112100,0
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
001100000020000000000000000000000000000000,2
001120000020000000000000000000000000000000,4
001120000021000000000000000000000000000000,4
201120000021000000000000000000000000000000,0
201120010021000000000000000000000000000000,0
201120010021000002000000000000000000000000,3
201120010021000002100000000000000000000000,4
201120010021000002100000020000000000000000,4
201120010021000002100000120000000000000000,3
201120010221000002100000120000000000000000,2
211120010221000002100000120000000000000000,1
211120010221000022100000120000000000000000,2
211120010221000022100001120000000000000000,2
211120010221002022100001120000000000000000,0
211120010221002022100001120000010000000000,3
211122010221002022100001120000010000000000,5
211122110221002022100001120000010000000000,6
211122110221202022100001120000010000000000,5
211122110221202022100001120000011000000000,4
211122110221202022120001120000011000000000,5
211122110221212022120001120000011000000000,6
211122110221212022120001122000011000000000,5
000100000000000000000000000000000000000000,3
200100000000000000000000000000000000000000,0
200110000000000000000000000000000000000000,4
200110200000000000000000000000000000000000,6
210110200000000000000000000000000000000000,1
212110200000000000000000000000000000000000,2
212110200100000000000000000000000000000000,2
212110202100000000000000000000000000000000,1
212110202100000100000000000000000000000000,1
212110202100000120000000000000000000000000,2
212110202101000120000000000000000000000000,4
212110202101000120200000000000000000000000,4
212110212101000120200000000000000000000000,0
212110212101000120200002000000000000000000,2
212110212101000120200002010000000000000000,4
212110212121000120200002010000000000000000,3
212110212121000121200002010000000000000000,3
000100000000000000000000000000000000000000,3
000102000000000000000000000000000000000000,5
000102000010000000000000000000000000000000,3
020102000010000000000000000000000000000000,1
120102000010000000000000000000000000000000,0
120102000010200000000000000000000000000000,5
120102001010200000000000000000000000000000,1
120102001010200000020000000000000000000000,5
120102001010200000020000001000000000000000,5
120102001010200002020000001000000000000000,3
120102001010200002020000001000000100000000,5
120102001010200002020000201000000100000000,3
120102001010200002020000201000010100000000,3
120102201010200002020000201000010100000000,6
120112201010200002020000201000010100000000,4
120112221010200002020000201000010100000000,0
120112221010200102020000201000010100000000,1
120112221010200102020020201000010100000000,1
121112221010200102020020201000010100000000,2
121112221210200102020020201000010100000000,2
121112221210200102020020201001010100000000,1
121112221210220102020020201001010100000000,6
121112221210221102020020201001010100000000,0
121112221210221102022020201001010100000000,6
121112221210221102022020201101010100000000,6
121112221210221102022020201101010100200000,1
121112221210221102022020201101010100200010,5
121112221210221102022220201101010100200010,0
121112221210221102022220201101010110200010,6
121112221210221102022220201121010110200010,0
121112221210221102022220201121010110201010,3
121112221210221102022220201121010110201012,6
121112221210221102022220201121010111201012,0
121112221212221102022220201121010111201012,4
121112221212221102122220201121010111201012,4
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
000110000020000000000000000000000000000000,4
000112000020000000000000000000000000000000,5
000112000021000000000000000000000000000000,4
000112000021000000200000000000000000000000,4
000112000021000000200000010000000000000000,4
002112000021000000200000010000000000000000,2
002112000021000001200000010000000000000000,3
002112000221000001200000010000000000000000,2
002112000221000001200000110000000000000000,3
002112000221000021200000110000000000000000,2
002112000221000021200001110000000000000000,2
002112000221000021200001110000020000000000,3
012112000221000021200001110000020000000000,1
012112002221000021200001110000020000000000,1
012112002221000121200001110000020000000000,1
012112002221000121200021110000020000000000,1
012112002221000121200021110001020000000000,1
000001000000000000000000000000000000000000,5
020001000000000000000000000000000000000000,1
020101000000000000000000000000000000000000,3
020121000000000000000000000000000000000000,4
020121000010000000000000000000000000000000,3
020121000010000002000000000000000000000000,3
020121000010000002000000100000000000000000,3
020121000010200002000000100000000000000000,5
020121000010200002010000100000000000000000,5
020121002010200002010000100000000000000000,1
020121002010200102010000100000000000000000,1
020121002010200102010000102000000000000000,5
020121002011200102010000102000000000000000,4
020121002011200102010000102000020000000000,3
020121002011200102110000102000020000000000,4
020121002011200102110000122000020000000000,4
020121002011200102110010122000020000000000,1
020121002011200102110010122002020000000000,1
020121002011200102110010122002020000001000,3
020121002011200102110010122002022000001000,4
120121002011200102110010122002022000001000,0
120121022011200102110010122002022000001000,0
120121022011200102110010122002022000001100,4
120121022011200102110010122002022000201100,1
120121122011200102110010122002022000201100,6
120121122011200102110010122002022200201100,5
120121122011210102110010122002022200201100,6
120121122011210102110010122002022200201120,5
120121122011211102110010122002022200201120,0
120121122011211102110210122002022200201120,0
120121122011211102111210122002022200201120,6
120121122011211102111210122202022200201120,6
120121122011211102111210122202022210201120,6
120121122011211102111210122202022210201122,6
000100000000000000000000000000000000000000,3
000120000000000000000000000000000000000000,4
000120000010000000000000000000000000000000,3
000120200010000000000000000000000000000000,6
001120200010000000000000000000000000000000,2
001120200010000002000000000000000000000000,3
001120200011000002000000000000000000000000,4
021120200011000002000000000000000000000000,1
021120200111000002000000000000000000000000,2
021120202111000002000000000000000000000000,1
021120202111000012000000000000000000000000,2
021120202111000012000002000000000000000000,2
021120202111000012100002000000000000000000,4
021120202111000212100002000000000000000000,1
021120202111000212100012000000000000000000,1
021122202111000212100012000000000000000000,5
021122202111100212100012000000000000000000,5
000100000000000000000000000000000000000000,3
020100000000000000000000000000000000000000,1
120100000000000000000000000000000000000000,0
120100000020000000000000000000000000000000,3
120100100020000000000000000000000000000000,6
120100120020000000000000000000000000000000,0
120110120020000000000000000000000000000000,4
120112120020000000000000000000000000000000,5
120112121020000000000000000000000000000000,1
120112121020000002000000000000000000000000,3
120112121020000002000000100000000000000000,3
120112121020200002000000100000000000000000,5
120112121021200002000000100000000000000000,4
120112121021200202000000100000000000000000,1
120112121021200202010000100000000000000000,5
120112121021200202010020100000000000000000,1
120112121021200202010020100001000000000000,1
120112121021200202210020100001000000000000,4
120112121021200202210020101001000000000000,5
120112121021200202210020101001020000000000,3
120112121021200202210020101001020100000000,5
120112121021200202210020101001020100000020,5
120112121021200202210020111001020100000020,4
120112121021200202210020111001020100002020,3
120112121021201202210020111001020100002020,0
120112121021201202210220111001020100002020,0
120112121021201202210220111001020100102020,1
120112121021201202210220111001022100102020,4
120112121021211202210220111001022100102020,6
120112121021211202210220111021022100102020,0
120112121021211202210220111021022100102120,4
120112121021211202212220111021022100102120,6
120112121021211202212220111121022100102120,6
000100000000000000000000000000000000000000,3
000102000000000000000000000000000000000000,5
000112000000000000000000000000000000000000,4
020112000000000000000000000000000000000000,1
020112000010000000000000000000000000000000,3
020112000012000000000000000000000000000000,4
020112000012000001000000000000000000000000,3
020112000012000001000000200000000000000000,3
020112000012000001100000200000000000000000,4
020112002012000001100000200000000000000000,1
020112002012100001100000200000000000000000,5
020112002012100001120000200000000000000000,5
020112002012100001120000201000000000000000,5
022112002012100001120000201000000000000000,2
022112002012100101120000201000000000000000,1
222112002012100101120000201000000000000000,0
222112012012100101120000201000000000000000,0
222112012012100101120000221000000000000000,4
222112012012100101120000221000010000000000,3
222112012012100101120000221000012000000000,4
222112012012100101120000221000012000000100,4
222112212012100101120000221000012000000100,6
222112212012110101120000221000012000000100,6
222112212012110101122000221000012000000100,6
222112212012110101122010221000012000000100,1
222112212012112101122010221000012000000100,0
222112212012112101122010221001012000000100,1
222112212012112101122010221001012000200100,1
222112212012112101122110221001012000200100,0
222112212212112101122110221001012000200100,2
222112212212112111122110221001012000200100,2
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
000110000020000000000000000000000000000000,4
002110000020000000000000000000000000000000,2
002110100020000000000000000000000000000000,6
002112100020000000000000000000000000000000,5
102112100020000000000000000000000000000000,0
102112100020200000000000000000000000000000,5
102112100020200001000000000000000000000000,3
102112100022200001000000000000000000000000,4
102112100022210001000000000000000000000000,6
102112100222210001000000000000000000000000,2
001000000000000000000000000000000000000000,2
001200000000000000000000000000000000000000,3
001200100000000000000000000000000000000000,6
001200100200000000000000000000000000000000,2
001210100200000000000000000000000000000000,4
001210100200000020000000000000000000000000,2
001210100200010020000000000000000000000000,6
001210100220010020000000000000000000000000,3
001210100220010021000000000000000000000000,3
001210100222010021000000000000000000000000,4
001210100222010021001000000000000000000000,6
001210100222010021001000000200000000000000,6
001210100222010021001000100200000000000000,3
001210100222010021001000100200020000000000,3
001210100222010021101000100200020000000000,4
001210100222010021101000100200020020000000,6
001210100222010021101001100200020020000000,2
001210100222010021101001120200020020000000,4
001210100222010021101001120200020020000001,6
001210100222010021101001120200220020000001,2
001210100222010021101001120200221020000001,4
201210100222010021101001120200221020000001,0
201210100222010021101001120200221020000101,4
201210120222010021101001120200221020000101,0
201210120222011021101001120200221020000101,0
201210120222011021101201120200221020000101,0
201210120222011021101201120210221020000101,0
201210120222011021101201120210221020002101,3
201210120222011021101201120210221021002101,0
201210120222011021101201120210221021022101,2
211210120222011021101201120210221021022101,1
211210122222011021101201120210221021022101,1
000100000000000000000000000000000000000000,3
002100000000000000000000000000000000000000,2
002100000010000000000000000000000000000000,3
002100000010000002000000000000000000000000,3
002100100010000002000000000000000000000000,6
002102100010000002000000000000000000000000,5
002102100010100002000000000000000000000000,5
002102100010120002000000000000000000000000,6
002102100010120002000000100000000000000000,3
002102100210120002000000100000000000000000,2
002102100210120012000000100000000000000000,2
002102100210120012000002100000000000000000,2
102102100210120012000002100000000000000000,0
122102100210120012000002100000000000000000,1
122102101210120012000002100000000000000000,1
100000000000000000000000000000000000000000,0
100200000000000000000000000000000000000000,3
101200000000000000000000000000000000000000,2
101200000200000000000000000000000000000000,2
101200000200000010000000000000000000000000,2
101200000220000010000000000000000000000000,3
101200010220000010000000000000000000000000,0
101200010220000012000000000000000000000000,3
101200010220000012000000100000000000000000,3
101200010220002012000000100000000000000000,0
101201010220002012000000100000000000000000,5
101201010220002012000000100000020000000000,3
101201010220002012000100100000020000000000,0
101201010220002012000102100000020000000000,2
101201010220002012000102100010020000000000,0
101201010220202012000102100010020000000000,5
101201010220202012000102100010120000000000,2
101201010220202012020102100010120000000000,5
101201010220202012020102101010120000000000,5
101201010220202012020102101010120000020000,2
101201010220202012020102101010120000021000,3
101201210220202012020102101010120000021000,6
101201210220212012020102101010120000021000,6
101201210220212012022102101010120000021000,6
101201210220212012022102101010120100021000,5
101201210220212012022102101210120100021000,6
101201210220212012022102101210120110021000,6
101201210220212012022102101210120112021000,0
101201210220212012022102101210120112021010,5
121201210220212012022102101210120112021010,1
121201211220212012022102101210120112021010,1
010000000000000000000000000000000000000000,1
010200000000000000000000000000000000000000,3
010210000000000000000000000000000000000000,4
210210000000000000000000000000000000000000,0
210210000010000000000000000000000000000000,3
210212000010000000000000000000000000000000,5
210212100010000000000000000000000000000000,6
210212102010000000000000000000000000000000,1
210212102010100000000000000000000000000000,5
210212102012100000000000000000000000000000,4
210212102012100000100000000000000000000000,4
210212102012100000100000020000000000000000,4
210212102012100100100000020000000000000000,1
212212102012100100100000020000000000000000,2
212212102012100100100010020000000000000000,1
212212102012100100100010020002000000000000,1
212212102012110100100010020002000000000000,6
212212102012110100100010020002002000000000,4
212212102012110100110010020002002000000000,5
212212102012110100112010020002002000000000,6
212212102012110100112010021002002000000000,5
212212102012110100112010021002002200000000,5
212212102012110100112010021002002200100000,1
212212102012110100112010021002002200100200,4
212212112012110100112010021002002200100200,0
212212112012110100112010021002002200100220,5
212212112012111100112010021002002200100220,0
212212112012111100112210021002002200100220,0
212212112012111100112210021012002200100220,0
212212112012111100112210021012002202100220,0
212212112012111100112210021112002202100220,6
212212112012111100112210021112002222100220,6
212212112012111100112210021112002222100221,6
212212112212111100112210021112002222100221,2
212212112212111110112210021112002222100221,2
000010000000000000000000000000000000000000,4
020010000000000000000000000000000000000000,1
021010000000000000000000000000000000000000,2
021010000002000000000000000000000000000000,4
021110000002000000000000000000000000000000,3
021112000002000000000000000000000000000000,5
021112000102000000000000000000000000000000,2
021112000102000020000000000000000000000000,2
121112000102000020000000000000000000000000,0
121112020102000020000000000000000000000000,0
121112020102000020100000000000000000000000,4
121112022102000020100000000000000000000000,1
121112022102000120100000000000000000000000,1
121112022102002120100000000000000000000000,0
121112022102002120100100000000000000000000,0
000010000000000000000000000000000000000000,4
000010200000000000000000000000000000000000,6
001010200000000000000000000000000000000000,2
001210200000000000000000000000000000000000,3
001210200010000000000000000000000000000000,3
001210200012000000000000000000000000000000,4
001210200012000001000000000000000000000000,3
001210200012000001000000200000000000000000,3
001210200112000001000000200000000000000000,2
001210200112000021000000200000000000000000,2
001210200112000021100000200000000000000000,4
001210200112000021100000220000000000000000,4
101210200112000021100000220000000000000000,0
101210220112000021100000220000000000000000,0
101210220112000021100001220000000000000000,2
101210220112002021100001220000000000000000,0
101210220112002021100001220000010000000000,3
101210220112002021100201220000010000000000,0
101210220112002021100201220010010000000000,0
101210220112002021100201220010012000000000,4
101210220112002021100201220010012000001000,3
101210220112002021100201220010012002001000,0
101210220112002021100201220010012002001100,4
101212220112002021100201220010012002001100,5
101212220112102021100201220010012002001100,5
101212220112122021100201220010012002001100,6
101212220112122021110201220010012002001100,5
101212220112122021110201222010012002001100,5
101212220112122021111201222010012002001100,6
000100000000000000000000000000000000000000,3
002100000000000000000000000000000000000000,2
002100100000000000000000000000000000000000,6
002100100020000000000000000000000000000000,3
002110100020000000000000000000000000000000,4
002112100020000000000000000000000000000000,5
002112100020010000000000000000000000000000,6
022112100020010000000000000000000000000000,1
