estado,jogada
221210001210000012000001000000200000000000,2
221210001210000112000001000000200000000000,1
221210001210000112000021000000200000000000,1
221210011210000112000021000000200000000000,0
221210011210000112000021200000200000000000,3
221210011210000112000021200000210000000000,3
001000000000000000000000000000000000000000,2
001200000000000000000000000000000000000000,3
001200000010000000000000000000000000000000,3
001200000010000002000000000000000000000000,3
001200000010000002000000100000000000000000,3
201200000010000002000000100000000000000000,0
201200000110000002000000100000000000000000,2
201220000110000002000000100000000000000000,4
201220000110000012000000100000000000000000,2
201220000110000012000002100000000000000000,2
201220000111000012000002100000000000000000,4
201222000111000012000002100000000000000000,5
201222000111100012000002100000000000000000,5
000100000000000000000000000000000000000000,3
200100000000000000000000000000000000000000,0
200100000010000000000000000000000000000000,3
200100000010000002000000000000000000000000,3
200100010010000002000000000000000000000000,0
200120010010000002000000000000000000000000,4
200120110010000002000000000000000000000000,6
200120110010000002000000200000000000000000,3
200120110010000002000000200000010000000000,3
200120110010020002000000200000010000000000,6
200120110010021002000000200000010000000000,0
200120110010021002002000200000010000000000,6
200120110010021002002100200000010000000000,0
200120110010021002002100200020010000000000,0
200120110010021002002100200120010000000000,6
200122110010021002002100200120010000000000,5
200122110011021002002100200120010000000000,4
200122110011021002202100200120010000000000,4
201122110011021002202100200120010000000000,2
201122110211021002202100200120010000000000,2
201122110211021012202100200120010000000000,2
201122110211021012202100220120010000000000,4
211122110211021012202100220120010000000000,1
211122110211021012202100220120010002000000,0
211122110211021012202100220120011002000000,4
211122110211021012202102220120011002000000,2
211122110211021012202102220120111002000000,2
211122110211021012202102220120111002002000,3
211122110211021012202102220120111002002100,4
211122112211021012202102220120111002002100,1
211122112211021012202102220120111012002100,6
211122112211021012202102220120111012022100,2
211122112211021112202102220120111012022100,1
211122112211021112202122220120111012022100,1
000100000000000000000000000000000000000000,3
020100000000000000000000000000000000000000,1
020100000010000000000000000000000000000000,3
020102000010000000000000000000000000000000,5
020102000010000001000000000000000000000000,3
020102000010000001000000200000000000000000,3
020102100010000001000000200000000000000000,6
020102102010000001000000200000000000000000,1
020102102010000101000000200000000000000000,1
220102102010000101000000200000000000000000,0
220102102010100101000000200000000000000000,5
220102122010100101000000200000000000000000,0
220102122010101101000000200000000000000000,0
220102122010101101000200200000000000000000,0
220112122010101101000200200000000000000000,4
220112122012101101000200200000000000000000,4
220112122012101101010200200000000000000000,5
220112122012101101210200200000000000000000,4
220112122012101101210200201000000000000000,5
220112122012101101210200201000000200000000,5
220112122012101101210200211000000200000000,4
220112122012121101210200211000000200000000,6
220112122012121101210200211000010200000000,3
220112122012121101210200211000012200000000,4
220112122012121101210200211000012200000010,5
220112122012121101210200211000012200000210,4
220112122012121101211200211000012200000210,6
222112122012121101211200211000012200000210,2
222112122012121101211200211100012200000210,6
222112122012121101211200211100012200002210,3
222112122012121101211200211100012210002210,6
222112122012121101211200211100012210002212,6
222112122012121101211210211100012210002212,1
222112122012121101211210211120012210002212,0
222112122012121101211210211120012211002212,0
222112122012121101211210211122012211002212,1
222112122012121101211210211122012211102212,1
222112122212121101211210211122012211102212,2
222112122212121111211210211122012211102212,2
000010000000000000000000000000000000000000,4
000210000000000000000000000000000000000000,3
100210000000000000000000000000000000000000,0
100210000020000000000000000000000000000000,3
100210000020000001000000000000000000000000,3
100210000022000001000000000000000000000000,4
100210000022000001000000100000000000000000,3
100210000022000001000000100000020000000000,3
100210000022000001100000100000020000000000,4
100210200022000001100000100000020000000000,6
100210200022000001100000110000020000000000,4
100210200022020001100000110000020000000000,6
100210200022020001100000110000021000000000,4
100210200022020001100000110000021000000200,4
110210200022020001100000110000021000000200,1
110210202022020001100000110000021000000200,1
110210212022020001100000110000021000000200,0
110210212022022001100000110000021000000200,0
110210212022022001101000110000021000000200,6
110210212022022001101000110200021000000200,6
110210212022022101101000110200021000000200,1
110210212022022101101200110200021000000200,0
110210212022022101101210110200021000000200,1
110210212022022101101210110202021000000200,1
110210212022022101101210110212021000000200,0
110210212022022101101210110212021020000200,6
110210212022022101101210110212021020000201,6
110210212022022101101210110212021020200201,1
110210212022022101101210110212021020201201,3
112210212022022101101210110212021020201201,2
112210212122022101101210110212021020201201,2
000100000000000000000000000000000000000000,3
002100000000000000000000000000000000000000,2
002100000100000000000000000000000000000000,2
002100000120000000000000000000000000000000,3
002101000120000000000000000000000000000000,5
002121000120000000000000000000000000000000,4
002121000120000010000000000000000000000000,2
002121000120000012000000000000000000000000,3
002121000120000012000001000000000000000000,2
002121000120000012000001000000200000000000,2
002121000120000012000001100000200000000000,3
202121000120000012000001100000200000000000,0
202121000120000012000001100000200000010000,2
202121000122000012000001100000200000010000,4
202121000122000012100001100000200000010000,4
202121000122200012100001100000200000010000,5
202121000122200012100001110000200000010000,4
202121000122200012120001110000200000010000,5
202121000122200012120001111000200000010000,5
000000100000000000000000000000000000000000,6
000200100000000000000000000000000000000000,3
000200100000010000000000000000000000000000,6
000200100020010000000000000000000000000000,3
000200100020010000001000000000000000000000,6
000200100020010000001000000200000000000000,6
000200100020010001001000000200000000000000,3
002200100020010001001000000200000000000000,2
002210100020010001001000000200000000000000,4
202210100020010001001000000200000000000000,0
212210100020010001001000000200000000000000,1
212210100220010001001000000200000000000000,2
212210100221010001001000000200000000000000,4
212210102221010001001000000200000000000000,1
212210112221010001001000000200000000000000,0
212210112221010021001000000200000000000000,2
212210112221010021001001000200000000000000,2
212212112221010021001001000200000000000000,5
212212112221010021001001100200000000000000,3
212212112221010021201001100200000000000000,4
212212112221010021201001100200010000000000,3
212212112221010021201001100200010000002000,3
212212112221010121201001100200010000002000,1
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
010100000020000000000000000000000000000000,1
012100000020000000000000000000000000000000,2
012110000020000000000000000000000000000000,4
012110000220000000000000000000000000000000,2
012110001220000000000000000000000000000000,1
012110001220000020000000000000000000000000,2
012110001220000020000001000000000000000000,2
012110001220000022000001000000000000000000,3
012110001220000122000001000000000000000000,1
012110001220000122000021000000000000000000,1
012110001221000122000021000000000000000000,4
012110001221000122200021000000000000000000,4
012110001221000122200021100000000000000000,3
012110001221000122200021100000020000000000,3
012110101221000122200021100000020000000000,6
012112101221000122200021100000020000000000,5
012112101221000122200021100000020000001000,3
012112101221000122200021100002020000001000,1
012112101221000122200021100002020000101000,1
012112101221000122200021100002220000101000,2
012112101221010122200021100002220000101000,6
012112101221010122200021100002220000121000,2
112112101221010122200021100002220000121000,0
112112121221010122200021100002220000121000,0
112112121221011122200021100002220000121000,0
112112121221011122202021100002220000121000,6
112112121221011122202021100102220000121000,6
112112121221011122202021100102220020121000,6
112112121221011122202021100102220020121001,6
112112121221011122202221100102220020121001,0
112112121221011122202221100112220020121001,0
112112121221011122202221120112220020121001,4
112112121221011122202221120112221020121001,4
112112121221211122202221120112221020121001,5
112112121221211122212221120112221020121001,5
001000000000000000000000000000000000000000,2
001200000000000000000000000000000000000000,3
001200100000000000000000000000000000000000,6
001200100020000000000000000000000000000000,3
001200100020010000000000000000000000000000,6
001200100220010000000000000000000000000000,2
001200100220010000001000000000000000000000,6
001200100220010000001000000200000000000000,6
001200100220010001001000000200000000000000,3
001202100220010001001000000200000000000000,5
001202100220010001001000100200000000000000,3
001202100220010001001000100200020000000000,3
101202100220010001001000100200020000000000,0
101202100220010021001000100200020000000000,2
101202100220010021001001100200020000000000,2
101202100220010021001001100200020000002000,3
101202110220010021001001100200020000002000,0
101202110220210021001001100200020000002000,5
101202110220210021011001100200020000002000,5
101202110220210021011001100200020020002000,6
101202110220211021011001100200020020002000,0
101202110220211021011201100200020020002000,0
101202110220211021011201101200020020002000,5
101202110220211021011201101200020220002000,5
111202110220211021011201101200020220002000,1
111202110220211021011201101220020220002000,0
111212110220211021011201101220020220002000,4
111212110222211021011201101220020220002000,4
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
000110000020000000000000000000000000000000,4
000112000020000000000000000000000000000000,5
000112000021000000000000000000000000000000,4
002112000021000000000000000000000000000000,2
002112000021000000100000000000000000000000,4
002112000021000000100000020000000000000000,4
002112000021000001100000020000000000000000,3
002112200021000001100000020000000000000000,6
012112200021000001100000020000000000000000,1
012112202021000001100000020000000000000000,1
012112202021000101100000020000000000000000,1
012112202021000101100000020000002000000000,4
012112202021000101100010020000002000000000,1
012112202021000101100010020002002000000000,1
012112202021000101100010120002002000000000,3
012112202221000101100010120002002000000000,2
012112202221000111100010120002002000000000,2
000100000000000000000000000000000000000000,3
020100000000000000000000000000000000000000,1
020110000000000000000000000000000000000000,4
020112000000000000000000000000000000000000,5
020112000010000000000000000000000000000000,3
020112002010000000000000000000000000000000,1
120112002010000000000000000000000000000000,0
120112002010000200000000000000000000000000,1
120112002010000200000010000000000000000000,1
120112002010000202000010000000000000000000,3
120112002010100202000010000000000000000000,5
120112002012100202000010000000000000000000,4
120112102012100202000010000000000000000000,6
120112102012100202200010000000000000000000,4
120112102012100202200010010000000000000000,4
120112102012100202220010010000000000000000,5
120112112012100202220010010000000000000000,0
120112112012102202220010010000000000000000,0
120112112012102202220010010000001000000000,4
120112112012102202220210010000001000000000,0
121112112012102202220210010000001000000000,2
121112112012102202220210012000001000000000,5
121112112012102202220210012010001000000000,0
121112112012102202220210012012001000000000,1
121112112012102202220210012012001100000000,5
121112112012102202220210012012001102000000,0
121112112012102202220210112012001102000000,3
121112112012102202220210112012001102200000,1
121112112012102202220210112012011102200000,3
121112112012102202220210112012011102200200,4
121112112012102202220210112012011102201200,3
121112112012102202220210112012011102201220,5
121112112112102202220210112012011102201220,2
121112112112102222220210112012011102201220,2
000100000000000000000000000000000000000000,3
000102000000000000000000000000000000000000,5
000102000000100000000000000000000000000000,5
000102000020100000000000000000000000000000,3
001102000020100000000000000000000000000000,2
021102000020100000000000000000000000000000,1
021102000120100000000000000000000000000000,2
021102002120100000000000000000000000000000,1
021102002120100010000000000000000000000000,2
021102002120100010000002000000000000000000,2
021102002120100010000002000000100000000000,2
021102002120100012000002000000100000000000,3
021102002120100012000002100000100000000000,3
021102002120100012020002100000100000000000,5
021102002120100112020002100000100000000000,1
221102002120100112020002100000100000000000,0
221102002120100112020002100000110000000000,3
221102002120100112020022100000110000000000,1
221102002120100112020022100000110000010000,2
221102022120100112020022100000110000010000,0
221102022120101112020022100000110000010000,0
221102022120101112020222100000110000010000,0
221102022120101112020222100001110000010000,1
221102022120101112020222100021110000010000,0
221102022120101112020222100021110000110000,1
221102022120101112020222100021110002110000,0
221102022120101112020222101021110002110000,5
221102022120101112020222101021110002112000,3
221102122120101112020222101021110002112000,6
221102122120121112020222101021110002112000,6
221102122120121112021222101021110002112000,6
221102122120121112021222101221110002112000,6
221102122120121112021222101221110012112000,6
221102122120121112021222101221110012112002,6
221112122120121112021222101221110012112002,4
221112122122121112021222101221110012112002,4
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
001100000020000000000000000000000000000000,2
021100000020000000000000000000000000000000,1
021101000020000000000000000000000000000000,5
021121000020000000000000000000000000000000,4
021121000020000001000000000000000000000000,3
021121002020000001000000000000000000000000,1
021121002021000001000000000000000000000000,4
021121202021000001000000000000000000000000,6
021121202021000101000000000000000000000000,1
021121202021020101000000000000000000000000,6
021121202021020101100000000000000000000000,4
021121202021020101102000000000000000000000,6
021121202021020101102000000100000000000000,6
021121202021020101102000020100000000000000,4
021121202021020101102010020100000000000000,1
021121202021020101102010020102000000000000,1
021121202021020101102010120102000000000000,3
021121202021020101102010120102020000000000,3
021121202121020101102010120102020000000000,2
021121202121020121102010120102020000000000,2
021121202121020121102011120102020000000000,2
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
001100000020000000000000000000000000000000,2
001120000020000000000000000000000000000000,4
101120000020000000000000000000000000000000,0
121120000020000000000000000000000000000000,1
121120000120000000000000000000000000000000,2
121120000120000020000000000000000000000000,2
121120000120000021000000000000000000000000,3
121120020120000021000000000000000000000000,0
121120020121000021000000000000000000000000,4
121120020121000021000002000000000000000000,2
121120020121000021000002100000000000000000,3
121120020121000021000002100000020000000000,3
121120020121001021000002100000020000000000,0
121120020121001021000202100000020000000000,0
121120020121001021100202100000020000000000,4
121120020121001021100202120000020000000000,4
121120020121001021100202120000120000000000,2
121120020121001021100202120020120000000000,0
121120020121001021100202120020120000001000,3
121120020121001021100202120020120002001000,0
121120120121001021100202120020120002001000,6
121122120121001021100202120020120002001000,5
121122120121101021100202120020120002001000,5
001000000000000000000000000000000000000000,2
001000000200000000000000000000000000000000,2
001100000200000000000000000000000000000000,3
021100000200000000000000000000000000000000,1
021101000200000000000000000000000000000000,5
021121000200000000000000000000000000000000,4
021121000200000010000000000000000000000000,2
021121000200200010000000000000000000000000,5
021121000210200010000000000000000000000000,3
021121000210200012000000000000000000000000,3
021121001210200012000000000000000000000000,1
021121001210200012000002000000000000000000,2
121121001210200012000002000000000000000000,0
121121001210200012000002200000000000000000,3
121121001210200012000002200000010000000000,3
121121021210200012000002200000010000000000,0
121121021210200112000002200000010000000000,1
121121021210200112000022200000010000000000,1
121121021210200112000022200000110000000000,2
121121021210200112000022200002110000000000,1
121121021210200112010022200002110000000000,5
121121021212200112010022200002110000000000,4
000100000000000000000000000000000000000000,3
000120000000000000000000000000000000000000,4
000121000000000000000000000000000000000000,5
200121000000000000000000000000000000000000,0
200121010000000000000000000000000000000000,0
200121010020000000000000000000000000000000,3
200121010020000001000000000000000000000000,3
200121010020200001000000000000000000000000,5
200121010021200001000000000000000000000000,4
200121010021200001200000000000000000000000,4
200121110021200001200000000000000000000000,6
200121110021220001200000000000000000000000,6
200121110021221001200000000000000000000000,0
200121110021221001200200000000000000000000,0
200121110021221001210200000000000000000000,5
200121110021221001210200002000000000000000,5
201121110021221001210200002000000000000000,2
201121110021221001210200022000000000000000,4
201121110021221001210200022000001000000000,4
201121110021221001210200222000001000000000,3
201121110021221001210200222000011000000000,3
201121110021221001210200222000011000000200,4
201121110021221001210200222010011000000200,0
201121110021221001210200222010011002000200,0
211121110021221001210200222010011002000200,1
211121112021221001210200222010011002000200,1
211121112021221101210200222010011002000200,1
211121112021221101210220222010011002000200,1
211121112021221101210220222010011102000200,5
211121112021221101210220222012011102000200,1
211121112021221101210220222012011102100200,1
211121112021221101210220222012011102102200,3
211121112021221101210220222012011102102210,5
211121112221221101210220222012011102102210,2
211121112221221111210220222012011102102210,2
000001000000000000000000000000000000000000,5
000201000000000000000000000000000000000000,3
000201000010000000000000000000000000000000,3
020201000010000000000000000000000000000000,1
021201000010000000000000000000000000000000,2
021201000010000002000000000000000000000000,3
021201000010000002000000100000000000000000,3
021201000210000002000000100000000000000000,2
021201000210100002000000100000000000000000,5
021201000210100002020000100000000000000000,5
121201000210100002020000100000000000000000,0
121201000210100022020000100000000000000000,2
121201100210100022020000100000000000000000,6
121201100210120022020000100000000000000000,6
121201110210120022020000100000000000000000,0
121201110210122022020000100000000000000000,0
121211110210122022020000100000000000000000,4
121211110210122022020200100000000000000000,0
121211110210122022020201100000000000000000,2
121211110210122022020201100000020000000000,3
121211110210122022020201100000120000000000,2
121211110210122022020201100000120000020000,2
121211110210122022020201100010120000020000,0
121211110210122022020201100010120002020000,0
121211110210122022020201101010120002020000,5
121211110210122022020201101010120002022000,3
121211110210122022020201101010120102022000,5
121211110210122022020201101010120102022020,5
121211110210122022021201101010120102022020,6
121211110210122022021201101210120102022020,6
121211110210122022021201101210120112022020,6
121211110212122022021201101210120112022020,4
001000000000000000000000000000000000000000,2
001200000000000000000000000000000000000000,3
001200000100000000000000000000000000000000,2
001200000120000000000000000000000000000000,3
001200000120000010000000000000000000000000,2
001200000120000010000002000000000000000000,2
001200000120000011000002000000000000000000,3
001200000120000011000002000000200000000000,2
001200100120000011000002000000200000000000,6
001200100120000011000002000000200000020000,2
001200100120000011000002100000200000020000,3
001220100120000011000002100000200000020000,4
001220100120000011000002100000210000020000,3
001220100120000011000002100000210000022000,3
001220100121000011000002100000210000022000,4
001220100121000011200002100000210000022000,4
001220100121000011200002110000210000022000,4
021220100121000011200002110000210000022000,1
021220101121000011200002110000210000022000,1
021220101121000011200002110000212000022000,4
121220101121000011200002110000212000022000,0
000010000000000000000000000000000000000000,4
020010000000000000000000000000000000000000,1
020110000000000000000000000000000000000000,3
020112000000000000000000000000000000000000,5
020112000010000000000000000000000000000000,3
020112200010000000000000000000000000000000,6
120112200010000000000000000000000000000000,0
120112200012000000000000000000000000000000,4
120112200012000001000000000000000000000000,3
120112200012000001000000200000000000000000,3
120112200012000001100000200000000000000000,4
120112202012000001100000200000000000000000,1
120112212012000001100000200000000000000000,0
120112212012002001100000200000000000000000,0
120112212012002101100000200000000000000000,1
120112212012002101100200200000000000000000,0
121112212012002101100200200000000000000000,2
121112212012002101100200200020000000000000,0
121112212012002101100200200020000001000000,0
121112212012202101100200200020000001000000,5
121112212012202101110200200020000001000000,5
121112212012202101110200202020000001000000,5
121112212012202101110210202020000001000000,1
121112212012202101110210202022000001000000,1
121112212012202101110210202022010001000000,3
121112212012202101110210222022010001000000,4
121112212012202101110210222022011001000000,4
121112212012202101110210222022011201000000,5
121112212012202101110210222022011201001000,3
121112212212202101110210222022011201001000,2
121112212212202111110210222022011201001000,2
010000000000000000000000000000000000000000,1
010020000000000000000000000000000000000000,4
010120000000000000000000000000000000000000,3
010120000020000000000000000000000000000000,3
011120000020000000000000000000000000000000,2
211120000020000000000000000000000000000000,0
211120100020000000000000000000000000000000,6
211120100022000000000000000000000000000000,4
211120100022000000100000000000000000000000,4
211120100222000000100000000000000000000000,2
211120101222000000100000000000000000000000,1
211120101222000200100000000000000000000000,1
211120101222000201100000000000000000000000,3
211120101222000201100020000000000000000000,1
211120101222000211100020000000000000000000,2
211120101222000211100020200000000000000000,3
211120101222000211100020210000000000000000,4
211120101222000211100020210000002000000000,4
211120111222000211100020210000002000000000,0
211120111222000211100022210000002000000000,2
211120111222010211100022210000002000000000,6
211120111222010211102022210000002000000000,6
211120111222010211102022210000002000000100,4
211120111222010211102022210200002000000100,6
211120111222011211102022210200002000000100,0
211120111222011211102222210200002000000100,0
000010000000000000000000000000000000000000,4
000210000000000000000000000000000000000000,3
000210000010000000000000000000000000000000,3
000210000012000000000000000000000000000000,4
000210000012000000100000000000000000000000,4
020210000012000000100000000000000000000000,1
020210000012000001100000000000000000000000,3
022210000012000001100000000000000000000000,2
122210000012000001100000000000000000000000,0
122210000012000001100000200000000000000000,3
122210000112000001100000200000000000000000,2
122210000112000021100000200000000000000000,2
122210010112000021100000200000000000000000,0
122210012112000021100000200000000000000000,1
122210012112001021100000200000000000000000,0
122210012112001021100200200000000000000000,0
122210012112001021100200200000010000000000,3
122210012112001021100202200000010000000000,2
122210012112001021100202200000010000001000,3
122210012112001021100202200000210000001000,2
122210012112001021100202200000210000011000,2
122212012112001021100202200000210000011000,5
122212112112001021100202200000210000011000,6
122212112112021021100202200000210000011000,6
122212112112021021100202200010210000011000,0
122212112112021021102202200010210000011000,6
122212112112021021102202200110210000011000,6
122212112112021021102202200110210020011000,6
122212112112021021102202200110210021011000,0
122212112112021021102202200110210021011002,6
122212112112121021102202200110210021011002,5
122212112112121021122202200110210021011002,5
122212112112121021122202201110210021011002,5
122212112112121021122202201110210221011002,5
122212112112121121122202201110210221011002,1
122212112112121121122222201110210221011002,1
010000000000000000000000000000000000000000,1
012000000000000000000000000000000000000000,2
012010000000000000000000000000000000000000,4
012010002000000000000000000000000000000000,1
012010102000000000000000000000000000000000,6
012210102000000000000000000000000000000000,3
012210102000010000000000000000000000000000,6
012210102002010000000000000000000000000000,4
012210102002010000001000000000000000000000,6
012210102002010000001000000200000000000000,6
012210102012010000001000000200000000000000,3
012210102012010200001000000200000000000000,1
012210102012010200001010000200000000000000,1
012210102012010200001010000200000020000000,6
012210102012010201001010000200000020000000,3
012210102012010201001010200200000020000000,3
112210102012010201001010200200000020000000,0
112210102212010201001010200200000020000000,2
112210102212010211001010200200000020000000,2
000100000000000000000000000000000000000000,3
000100000020000000000000000000000000000000,3
000110000020000000000000000000000000000000,4
000112000020000000000000000000000000000000,5
000112000020000001000000000000000000000000,3
020112000020000001000000000000000000000000,1
020112000020000001000000100000000000000000,3
020112000020000001000000100000020000000000,3
020112000021000001000000100000020000000000,4
020112000021000001200000100000020000000000,4
020112001021000001200000100000020000000000,1
220112001021000001200000100000020000000000,0
221112001021000001200000100000020000000000,2
221112001021000001200000120000020000000000,4
221112001021000001200000120000021000000000,4
221112001021000001200000120000021000000200,4
221112011021000001200000120000021000000200,0
221112011021002001200000120000021000000200,0
221112011121002001200000120000021000000200,2
221112011121002021200000120000021000000200,2
221112011121002121200000120000021000000200,1
221112011121002121200200120000021000000200,0
221112011121002121200210120000021000000200,1
221112011121002121200210120002021000000200,1
221112011121002121200210120012021000000200,0
221112011121002121200210120012021000002200,3
221112011121002121200210120012021000102200,1
221112011121002121200212120012021000102200,2
221112011121002121200212120012121000102200,2
221112011121002121200212120012121000122200,2
221112111121002121200212120012121000122200,6
221112111121022121200212120012121000122200,6
221112111121022121200212120012121001122200,0
221112111121022121202212120012121001122200,6
221112111121022121202212120112121001122200,6
221112111121022121202212120112121021122200,6
221112111121022121202212120112121021122201,6
221112111121222121202212120112121021122201,5
221112111121222121212212120112121021122201,5
000100000000000000000000000000000000000000,3
002100000000000000000000000000000000000000,2
002100000010000000000000000000000000000000,3
202100000010000000000000000000000000000000,0
202100000010000001000000000000000000000000,3
202100000010000001000000200000000000000000,3
202100100010000001000000200000000000000000,6
202100100010020001000000200000000000000000,6
202101100010020001000000200000000000000000,5
202121100010020001000000200000000000000000,4
202121100110020001000000200000000000000000,2
202121100112020001000000200000000000000000,4
212121100112020001000000200000000000000000,1
212121102112020001000000200000000000000000,1
212121102112020011000000200000000000000000,2
212121102112020211000000200000000000000000,1
212121102112020211000001200000000000000000,2
212121102112020211000001200000200000000000,2
212121102112020211100001200000200000000000,4
212121102112020211100001220000200000000000,4
212121102112020211100011220000200000000000,1
212121102112020211102011220000200000000000,6
212121102112020211102011220000210000000000,3
212121102112020211102011220200210000000000,6
212121102112020211102011220200210010000000,6
212121102112020211102011220200212010000000,4
212121102112020211102011220200212010001000,3
212121122112020211102011220200212010001000,0
212121122112021211102011220200212010001000,0
212121122112021211102011220200212010001002,6
212121122112021211102011220200212010011002,2
212121122112021211102211220200212010011002,0
212121122112021211102211220210212010011002,0
000001000000000000000000000000000000000000,5
000201000000000000000000000000000000000000,3
001201000000000000000000000000000000000000,2
001201000020000000000000000000000000000000,3
101201000020000000000000000000000000000000,0
101201000220000000000000000000000000000000,2
101201000220000010000000000000000000000000,2
101201020220000010000000000000000000000000,0
101201020220000011000000000000000000000000,3
101201020220200011000000000000000000000000,5
101201020220200011000000100000000000000000,3
101201020220200011000000100000020000000000,3
101201020220200011000001100000020000000000,2
101201020220200011000001100000220000000000,2
101201120220200011000001100000220000000000,6
101201120220200011020001100000220000000000,5
101201120220200011020001100000220000010000,2
101201120220200011020001102000220000010000,5
101201120220200011020001102000220100010000,5
101201120220202011020001102000220100010000,0
101201120220202011020101102000220100010000,0
101201120220222011020101102000220100010000,6
101201120220222011021101102000220100010000,6
101201120220222011021101102000220100010020,5
101201120220222011021101102100220100010020,6
101201120220222011021101102100220120010020,6
101201120220222011021101102110220120010020,0
101201120220222011021101102110220120012020,3
101201120220222011021101102110220120012021,6
101201120220222011021101102110220122012021,0
111201120220222011021101102110220122012021,1
111201122220222011021101102110220122012021,1
100000000000000000000000000000000000000000,0
102000000000000000000000000000000000000000,2
102100000000000000000000000000000000000000,3
122100000000000000000000000000000000000000,1
122100000100000000000000000000000000000000,2
122100000100000020000000000000000000000000,2
122100000110000020000000000000000000000000,3
122100000110000022000000000000000000000000,3
122100001110000022000000000000000000000000,1
122100021110000022000000000000000000000000,0
122101021110000022000000000000000000000000,5
122101021110000222000000000000000000000000,1
122101021110001222000000000000000000000000,0
122101221110001222000000000000000000000000,6
122101221110001222000001000000000000000000,2
122101221110001222000001000000200000000000,2
122101221110011222000001000000200000000000,6
122101221110011222000001000000200000020000,2
122101221110011222000101000000200000020000,0
122101221110011222000101200000200000020000,3
122101221110011222000101200010200000020000,0
122101221110011222000101200010200002020000,0
122101221110011222000101200010210002020000,3
122101221110211222000101200010210002020000,5
122101221110211222000101200010210002021000,3
122101221110211222002101200010210002021000,6
122101221110211222002101200110210002021000,6
122101221110211222022101200110210002021000,5
122101221110211222022101200110210012021000,6
122101221110211222022101202110210012021000,5
122101221110211222022101202110210112021000,5
122101221110211222022101202110210112021020,5
122101221110211222022101202110210112021021,6
122101221110211222022121202110210112021021,1
122101221110211222022121202111210112021021,1
122101221110211222022121202111210112221021,1
122111221110211222022121202111210112221021,4
122111221112211222022121202111210112221021,4
122111221112211222122121202111210112221021,4
122111221112211222122121222111210112221021,4
122111221112211222122121222111211112221021,4
010000000000000000000000000000000000000000,1
010020000000000000000000000000000000000000,4
010021000000000000000000000000000000000000,5
210021000000000000000000000000000000000000,0
210021001000000000000000000000000000000000,1
210021001000000200000000000000000000000000,1
210021001000100200000000000000000000000000,5
210021001000100200020000000000000000000000,5
210021001000100200020000001000000000000000,5
210021001002100200020000001000000000000000,4
210021001002100200020010001000000000000000,1
210021001002100200220010001000000000000000,4
210021001002100200220010011000000000000000,4
210021001002100200220010011002000000000000,1
210021011002100200220010011002000000000000,0
210021011002102200220010011002000000000000,0
210121011002102200220010011002000000000000,3
210121011022102200220010011002000000000000,3
210121011022102201220010011002000000000000,3
210121211022102201220010011002000000000000,6
210121211022102201220010011002000100000000,5
210121211022102201220010011002002100000000,4
210121211022102201220010111002002100000000,3
210121211022102201220010111002002100000200,4
210121211022102201220010111002012100000200,3
210121211022102201220010111002012100002200,3
211121211022102201220010111002012100002200,2
211121211222102201220010111002012100002200,2
211121211222102201220010111002012100002210,5
211121211222102201220010111002012100202210,1
211121211222112201220010111002012100202210,6
211121211222112201220210111002012100202210,0
211121211222112201220210111012012100202210,0
211121211222112201220210111012012102202210,0
211121211222112201221210111012012102202210,6
211121211222112201221210111212012102202210,6
211121211222112201221210111212012112202210,6
211121211222112201221210111212012112202212,6
211121211222112211221210111212012112202212,2
211121211222112211221212111212012112202212,2
211121211222112211221212111212112112202212,2
211121211222112211221212111212112112222212,2
000010000000000000000000000000000000000000,4
000210000000000000000000000000000000000000,3
010210000000000000000000000000000000000000,1
010210000002000000000000000000000000000000,4
010210001002000000000000000000000000000000,1
010210001002000200000000000000000000000000,1
010210001012000200000000000000000000000000,3
010210001012000200000020000000000000000000,1
010210001012000201000020000000000000000000,3
010210001012000201000020000002000000000000,1
010210001012000201000020000002000000100000,1
010210001012000201000020200002000000100000,3
011210001012000201000020200002000000100000,2
011210001212000201000020200002000000100000,2
011210001212000201100020200002000000100000,4
011210001212000201100020220002000000100000,4
011210101212000201100020220002000000100000,6
011210101212020201100020220002000000100000,6
011210101212020201100020220002010000100000,3
011210101212020201102020220002010000100000,6
011210101212020201102020220102010000100000,6
011210101212020201102020220102010000102000,3
011210101212020201102020220102011000102000,4
011210101212020201102020220102011020102000,6
011210101212020201102020220102011020102100,4
011212101212020201102020220102011020102100,5
011212101212120201102020220102011020102100,5
011212101212120201122020220102011020102100,5
011212101212120201122020221102011020102100,5
001000000000000000000000000000000000000000,2
001000000200000000000000000000000000000000,2
001010000200000000000000000000000000000000,4
001210000200000000000000000000000000000000,3
001210000201000000000000000000000000000000,4
001210000221000000000000000000000000000000,3
001210000221000001000000000000000000000000,3
001210000221000001200000000000000000000000,4
001210000221000001200000100000000000000000,3
001212000221000001200000100000000000000000,5
001212000221000001200000100000010000000000,3
001212000221000001200000100000010000002000,3
001212000221000011200000100000010000002000,2
001212000221200011200000100000010000002000,5
001212000221200011210000100000010000002000,5
001212000221200011210000120000010000002000,4
001212000221200011210000120000011000002000,4
001212200221200011210000120000011000002000,6
